"Airport","Origin","Lat","Long"
"Rzeszow","RZE",50.109958,22.019
"Szczecin","SZZ",53.584731,14.902206
"Slupsk","OSP",54.478889,17.1075
"Shapaja","",53.790639,15.82625
"Warsaw","WAW",52.16575,20.967122
"Wroclaw","WRO",51.102683,16.885836
"Zielona Gora","IEG",52.138517,15.798556
"Linkoeping","",58.402278,15.525683
"Norrkoeping","",58.610867,16.103592
"Uppsala","",59.897328,17.588581
"Ronneby","RNB",56.266667,15.265
"Rada","",58.498136,13.053231
"Gothenborg","GOT",57.662836,12.279819
"Joenkoeping","JKG",57.757594,14.068731
"Falkoping","",58.169794,13.587847
"Lidkoping","LDK",58.465522,13.174414
"Gothenborg","GSE",57.774722,11.870372
"Skovde","KVB",58.4564,13.972672
"Trollhattan","THN",58.318056,12.345
"Karlsborg","",58.513842,14.507119
"Satenas","",58.426445,12.714389
"Stockholm","",59.418694,17.890694
"Karlskoga","KSK",59.345867,14.495922
"Mora","MXX",60.957908,14.511383
"Stockholm","NYO",58.788636,16.912189
"Arvika","",59.675856,12.639442
"Emmaboda","",56.610761,15.604761
"Ljungby","",56.950278,13.921667
"Kristianstad","KID",55.921686,14.085536
"Landskrona","JLD",55.944444,12.869444
"Oskarshamn","OSK",57.350453,16.497972
"Anderstorp","",57.264167,13.599439
"Kalkmar","KLR",56.685531,16.287578
"Malmoe","MMX",55.530193,13.371639
"Halmstad","HAD",56.691128,12.820211
"Hagshult","",57.292222,14.137222
"Vaxjo","VXO",56.929144,14.727994
"Hallviken","",63.738333,15.458333
"Hede","",62.408889,13.747222
"Sveg","EVG",62.047811,14.42295
"Gallivare","GEV",67.132408,20.814636
"Hudiksvall","HUV",61.768092,17.080719
"Jokkmokk","",66.496236,20.147181
"Kramfors","KRF",63.048597,17.768856
"Lycksele","LYC",64.548322,18.716219
"Optand","",63.128611,14.802778
"Sundsvall","SDL",62.528125,17.443928
"Ornskoldsvik","OER",63.408339,18.990039
"Pitea","",65.398333,21.260833
"Kiruna","KRN",67.821986,20.336764
"Orsa","",61.190033,14.712567
"Skelleftea","SFT",64.624772,21.076892
"Sattna","",62.481369,17.002917
"Umea","UME",63.791828,20.282758
"Vilhelmina","VHM",64.579083,16.833575
"Arvidsjaur","AJR",65.590278,19.281944
"Orebro","ORB",59.223733,15.037956
"Vasteras","VST",59.589444,16.633611
"Lulea","LLA",65.543758,22.121989
"Vidsel","",65.875325,20.149917
"Arboga","",59.386585,15.924055
"Stockholm","ARN",59.651944,17.918611
"Stockholm","BMA",59.354372,17.94165
"Borlange","BLE",60.422017,15.515211
"Hultsfred","HLF",57.525833,15.823333
"Gavle","GVX",60.593333,16.951389
"Linkoeping","LPI",58.40615,15.680508
"Norrkoeping","NRK",58.586253,16.250622
"Eskilstuna","",59.351078,16.7084
"Visby","VBY",57.662797,18.346211
"Kalixfors","",67.764789,20.257228
"Spangdahlem","SPM",49.972667,6.6925
"Ramstein","RMS",49.436911,7.600283
"Bamberg","",49.920433,10.914233
"Giebelstadt","GHF",49.648131,9.966494
"Brueckeburg","",52.2785,9.082167
"Celle","ZCN",52.5912,10.022133
"Rheine-brentlange","",52.291167,7.387
"Fritzlar","",51.1145,9.285833
"Laupheim","",48.220297,9.910019
"Mendig","",50.366,7.315333
"Niederstetten","",49.391833,9.958167
"Roth","",49.2175,11.100167
"Fassberg","",52.919406,10.197528
"Grafenwoehr","",49.698686,11.940175
"Hanau","ZNF",50.169189,8.961586
"Hohenfels","",49.218056,11.836111
"Kitzingen","",49.743057,10.200556
"Nordholz","",53.767667,8.6585
"Diepholz","",52.585514,8.341014
"Geilenkirchen","GKE",50.960817,6.042422
"Hohn","",54.312167,9.538167
"Jever","",53.5335,7.888667
"Laage","RLG",53.918167,12.278333
"Noervenich","",50.831167,6.658167
"Schleswig","",54.459333,9.516333
"Wittmundhafen","",53.547833,7.667333
"Neubrandenburg","",53.602167,13.306
"Wunstorf","",52.457333,9.427167
"Vilseck","",49.63361,11.767222
"Coleman","",49.563569,8.463392
"Wiesbaden","",50.049819,8.325397
"Landsberg","",48.0705,10.906
"Buechel","",50.173833,7.063333
"Erding","",48.322333,11.948667
"Fuerstenfeldbruck","FEL",48.205667,11.267
"Holzdorf","",51.767833,13.167667
"Ingolstadt","",48.715667,11.534
"Lechfeld","",48.1855,10.861167
"Neuburg","",48.711,11.2115
"Guetersloh","GUT",51.922833,8.306333
"Alexander Bay","ALJ",-28.575001,16.533333
"Aggeneys","AGZ",-29.281767,18.813869
"Brakpan","",-26.23865,28.301769
"Bisho","BIY",-32.89715,27.279111
"Bloemfontein","BFN",-29.092722,26.302444
"Bethlehem","",-28.248392,28.336125
"Bothaville","",-27.366769,26.629194
"Cape Town","CPT",-33.964806,18.601667
"Calvinia","",-31.500278,19.725897
"Durban","DUR",-29.970089,30.950519
"East London","ELS",-33.035569,27.825939
"Ermelo","",-26.495644,29.979764
"Ficksburg","",-28.823119,27.9089
"Johannesburg","GCJ",-25.986267,28.140061
"George","GRJ",-34.005553,22.378889
"Graaff Reinet","",-32.193611,24.541389
"Grahamstown","",-33.284721,26.498083
"Greytown","",-29.122011,30.586706
"Harmony","",-28.078694,26.861178
"Harrismith","",-28.235072,29.106206
"Hoedspruit","HDS",-24.368642,31.048744
"Hendrik Verwoerddam","",-30.562164,25.528286
"Johannesburg","JNB",-26.139166,28.246
"Klerksdorp","",-26.871064,26.718003
"Kimberley","KIM",-28.802834,24.765167
"Krugersdorp","",-26.080978,27.725667
"Kroonstad","",-27.660617,27.315761
"Kuruman","",-27.456667,23.411388
"Kleinsee","KLZ",-29.688403,17.094006
"Johannesburg","HLA",-25.938514,27.926133
"Lichtenburg","",-26.175672,26.184575
"Lambertsbaai","",-23.159911,29.696544
"Langebaanweg","",-32.968889,18.160278
"Ladysmith","LAY",-28.581667,29.749722
"Middelburg","",-25.684775,29.440158
"Margate","MGH",-30.857408,30.343019
"Marble Hall","",-24.989114,29.283122
"Majuba Power Station","",-27.079253,29.778528
"Kangia","",69.2225,-49.9383
"Malalane","",-25.473603,31.565828
"Musina","MEZ",-25.704458,26.908978
"Mkuze","",-27.626086,32.044275
"Newcastle","NCS",-27.770586,29.976894
"Nylstroom","",-24.686056,28.434944
"Overberg","",-34.554861,20.250681
"Oudtshoorn","DUH",-33.606967,22.188978
"Port Elizabeth","PLZ",-33.984919,25.617275
"Plettenberg Bay","",-34.090279,23.327778
"Phalaborwa","PHW",-23.937166,31.15539
"Polokwane","PTG",-23.926089,29.484422
"Port Saint Johns","",-31.605886,29.519786
"Pietermaritzburg","PZB",-29.648975,30.398667
"Pilanesberg","NTY",-25.333822,27.173358
"Potgietersrus","",-23.845306,29.458611
"Potchefstroom","",-26.670994,27.0819
"Parys","",-26.889344,27.503417
"Queenstown","UTW",-31.920197,26.882206
"Richard's Bay","RCB",-28.741039,32.092111
"Rustenburg","",-25.6443,27.271119
"Robertson","",-33.812181,19.902828
"Springbok","SBU",-29.689333,17.939611
"Secunda","",-26.524083,29.170144
"Saldanha","",-32.964067,17.969331
"Springs","",-26.248411,28.397508
"Swartkop","",-25.809717,28.164631
"Sishen","SIS",-27.648606,22.999278
"Swellendam","",-34.048222,20.474611
"Skukuza","SZK",-24.960944,31.588731
"Tommy's Field","",-28.260028,22.993178
"Bloemfontein","",-29.032928,26.157564
"Tutuka","",-26.776556,29.338778
"Tzaneen","LTA",-23.824417,30.329306
"Ulundi","ULD",-28.320586,31.416519
"Upington","UTN",-28.399097,21.260239
"Umtata","UTT",-31.547903,28.674289
"Vryburg","VRU",-26.982408,24.728756
"Durban","VIR",-29.770606,31.058406
"Vredendal","",-31.640961,18.544789
"Vereeniging","",-26.566372,27.960756
"Pretoria","PRY",-25.653858,28.224231
"Witbank","",-25.832294,29.192019
"Waterkloof","",-25.83,28.2225
"Welkom","WEL",-27.998,26.669586
"Ysterplaat","",-33.900244,18.498297
"Zeerust","",-25.598972,26.042333
"Francistown","FRW",-21.159597,27.474525
"Jwaneng","JWA",-24.602333,24.690971
"Kasane","BBK",-17.832875,25.1624
"Maun","MUB",-19.972564,23.431086
"Gaberone","GBE",-24.555225,25.918208
"Selebi-phikwe","PKW",-22.05835,27.828767
"Brazzaville","BZV",-4.2517,15.253031
"Owando","FTX",-0.53135,15.950094
"Ouesso","OUE",1.615994,16.037917
"Pointe-noire","PNR",-4.816028,11.886597
"Manzini","MTS",-26.529022,31.307519
"Bangui","BGF",4.398475,18.518786
"Berberati","BBT",4.221583,15.786369
"Bata","BSG",1.905469,9.805681
"Malabo","SSG",3.755267,8.708717
"Wide Awake","",-7.969597,-14.393664
"Plaisance","MRU",-20.430235,57.6836
"Rodriguez Island","RRG",-19.757658,63.360983
"Diego Garcia Island","",-7.313267,72.411089
"Tiko","TKC",4.089192,9.360528
"Douala","DLA",4.006081,9.719481
"Maroua","MVR",10.451392,14.257361
"Foumban","FOM",5.636919,10.750817
"N'gaoundere","NGE",7.357011,13.559242
"Garoua","GOU",9.335892,13.370103
"Bafoussam","BFX",5.536919,10.354583
"Bamenda","BPC",6.039239,10.122639
"Yaounde","YAO",3.836039,11.523461
"Kasompe","",-12.572778,27.89395
"Livingstone","LVI",-17.821756,25.822692
"Lusaka","LUN",-15.330817,28.452628
"Mfuwe","MFU",-13.258878,31.936581
"Mongu","",-15.254542,23.162306
"Ndola","NLA",-12.998139,28.664944
"Southdowns","KIW",-12.900469,28.149858
"Moroni","HAH",-11.533661,43.27185
"Moheli","NWA",-12.298108,43.7664
"Anjouan","AJN",-12.131667,44.430279
"Dzaoudzi","DZA",-12.804722,45.281113
"St.-denis","RUN",-20.8871,55.510308
"St.-pierre","ZSE",-21.320039,55.423581
"Antananarivo","TNR",-18.79695,47.478806
"Miandrivazo","ZVA",-19.562778,45.450832
"Sainte Marie","SMS",-17.093889,49.815834
"Toamasina","TMM",-18.109517,49.392536
"Morondava","MOQ",-20.28475,44.317614
"Antsiranana","DIE",-12.3494,49.291747
"Mananara","WMR",-16.1639,49.773753
"Andapa","ZWA",-14.651667,49.620556
"Ambilobe","AMB",-13.188431,48.987978
"Antalaha","ANM",-14.999411,50.320233
"Analalava","HVA",-14.629694,47.763783
"Mahajanga","MJN",-15.667144,46.351828
"Nosy-be","NOS",-13.312067,48.314822
"Besalampy","BPY",-16.741945,44.481388
"Maroantsetra","WMN",-15.436666,49.688332
"Sambava","SVB",-14.278611,50.174721
"Vohemar","VOH",-13.375834,50.002777
"Antsohihy","WAI",-14.89875,47.993894
"Ampampamena","",-13.484814,48.632739
"Tolagnaro","FTU",-25.038056,46.956111
"Fianarantsoa","WFI",-21.441558,47.111736
"Farafangana","RVA",-22.805286,47.820614
"Manakara","WVK",-22.119722,48.021667
"Mananjary","MNJ",-21.201772,48.358317
"Morombe","MXM",-21.753867,43.375533
"Toliara","TLE",-23.383369,43.728453
"M'banza-congo","SSY",-6.269897,14.247025
"Benguela","BUG",-12.609025,13.403711
"Cabinda","CAB",-5.596992,12.188353
"Culebra Island","CPX",18.3127,-65.3034
"Huambo","NOV",-12.808878,15.760547
"Kuito","SVP",-12.404633,16.947414
"Lobito","",-12.371233,13.536625
"Luanda","LAD",-8.858375,13.231178
"Malanje","MEG",-9.525086,16.312406
"Menongue","SPP",-14.657583,17.719833
"Negage","GXG",-7.754506,15.287728
"Porto Amboim","PBN",-10.721956,13.765528
"Saurimo","VHC",-9.689067,20.431875
"Soyo","SZA",-6.141086,12.371764
"Lubango","SDD",-14.924733,13.575022
"Luena","LUO",-11.768086,19.897672
"Uige","UGO",-7.603067,15.027822
"Xangongo","XGN",-16.755417,14.965344
"Oyem","OYE",1.543108,11.581361
"Okondja","OKN",-0.665214,13.673133
"Lambarene","LBQ",-0.704389,10.245722
"Bitam","BMM",2.075639,11.493195
"Port Gentil","POG",-0.711739,8.754383
"Omboue Hospial","OMB",-1.574733,9.262694
"Makokou","MKU",0.579211,12.890908
"Libreville","LBV",0.4586,9.412283
"Franceville","MVB",-1.656156,13.438036
"Principe","PCP",1.662936,7.411742
"Sao Tome","TMS",0.378175,6.712153
"Beira","BEW",-19.796419,34.907556
"Inhambane","INH",-23.876431,35.408544
"Lichinga","VXC",-13.273986,35.266262
"Lumbo","",-15.033058,40.671728
"Maputo","MPM",-25.920836,32.572606
"Mueda","",-11.672922,39.563142
"Mocimboa Da Praia","MZB",-11.361789,40.354875
"Marrupa","",-13.225053,37.552067
"Nacala","MNC",-14.488233,40.71225
"Nampula","APL",-15.105611,39.2818
"Pemba","POL",-12.986753,40.522492
"Quelimane","UEL",-17.8555,36.869106
"Songo","",-15.602694,32.773189
"Tete","TET",-16.104817,33.640181
"Ulongwe","",-14.704617,34.352369
"Vilankulu","VNX",-22.018431,35.313297
"Alphonse","",-7.004783,52.726247
"Desroches","DES",-5.696697,53.655844
"Farquhar","",-10.109611,51.176119
"Mahe","SEZ",-4.674342,55.521839
"Praslin","PRI",-4.319292,55.691417
"Coetivy","",-7.134567,56.278239
"Abeche","AEH",13.847,20.844333
"Moundou","MQQ",8.624406,16.071419
"N'djamena","NDJ",12.133689,15.034019
"Faya-largeau","FYT",17.917053,19.111078
"Bulawayo","BUQ",-20.017431,28.617869
"Harare","",-17.751561,30.924706
"Chiredzi","BFO",-21.008083,31.57855
"Victoria Falls","VFA",-18.095881,25.839006
"Harare","HRE",-17.931806,31.092847
"Kariba","KAB",-16.519761,28.884981
"Mutoko","",-17.431917,32.184502
"Mutare","",-18.997499,32.627224
"Masvingo","MVZ",-20.055333,30.859111
"Zvishavane","",-20.289497,30.088228
"Gwert","GWE",-19.436394,29.861911
"Hwange National Park","WKM",-18.629872,27.021042
"Blantyre","BLZ",-15.679053,34.974014
"Karonga","KGJ",-9.953569,33.893022
"Kasungu","",-13.014631,33.468597
"Lilongwe","LLW",-13.789378,33.781
"Mzuzu","ZZU",-11.44475,34.011776
"Maseru","MSU",-29.462256,27.552503
"Maseru","",-29.304053,27.503458
"Kinshasa","FIH",-4.38575,15.444569
"Kinshasa","NLO",-4.326689,15.327342
"Muanda","MNB",-5.930858,12.351789
"Kitona Base","",-5.918056,12.447694
"Bandoundu","FDU",-3.311319,17.381683
"Kikwit","KKW",-5.035767,18.785631
"Mbandaka","MDK",0.0226,18.288744
"Gbadolite","BDT",4.253206,20.975283
"Gemena","GMA",3.235369,19.771258
"Kotakoli","",4.157639,21.650917
"Lisala","LIQ",2.170658,21.496906
"Kisangani","FKI",0.5175,25.155014
"Isiro","IRP",2.827606,27.588253
"Bunia","BUX",1.565719,30.220833
"Buta Zega","",2.818347,24.793706
"Bukavu/kavumu","BKY",-2.308978,28.808803
"Goma","GOM",-1.670814,29.238464
"Kindu","KND",-2.919178,25.915361
"Lubumashi","FBM",-11.591333,27.530889
"Kolwezi","KWZ",-10.765886,25.505714
"Kalemie","FMI",-5.875556,29.25
"Kamina Base","KMN",-8.642025,25.252897
"Kananga","KGA",-5.900055,22.469166
"Mbuji-mayi","MJM",-6.121236,23.569008
"Bamako","BKO",12.533544,-7.949944
"Gao","GAQ",16.248433,-0.005456
"Kayes","KYS",14.481233,-11.404397
"Mopti","MZI",14.512803,-4.079561
"Tombouctou","TOM",16.730458,-3.007583
"Tessalit","",20.242983,0.977308
"Banjul","BJL",13.337961,-16.652206
"Fuerteventura","FUE",28.452717,-13.863761
"Hierro","VDE",27.814847,-17.887056
"Santa Cruz De La Palma","SPC",28.626478,-17.755611
"Gran Canaria","LPA",27.931886,-15.386586
"Las Palmas","ACE",28.945464,-13.605225
"Tenerife","TFS",28.044475,-16.572489
"Tenerife","TFN",28.482653,-16.341536
"Melilla","MLN",35.279817,-2.956256
"Freetown","FNA",8.616444,-13.195489
"Cufar","",11.287917,-15.1805
"Monrovia","MLW",6.289061,-10.758722
"Monrovia","ROB",6.233789,-10.362311
"Agadir","AGA",30.381353,-9.546311
"Tan Tan","TTA",28.448194,-11.161347
"Fes","FEZ",33.927261,-4.977958
"Ifrane","",33.505319,-5.152903
"Er-rachidia","ERH",31.9475,-4.398333
"Meknes","MEK",33.879067,-5.515125
"Oujda","OUD",34.78715,-1.923986
"Ben Slimane","",33.655422,-7.22145
"Rabat","RBA",34.051467,-6.751519
"Casablanca","CMN",33.367467,-7.589967
"Marrakech","RAK",31.606886,-8.0363
"Kentira","NNA",34.298864,-6.595878
"Ouarzazate","OZZ",30.939053,-6.909431
"Al Hociema","AHU",35.177103,-3.839525
"Tetouan","TTU",35.594333,-5.320019
"Tanger","TNG",35.726917,-5.916889
"Ziguinchor","ZIG",12.555617,-16.281783
"Cap Skiring","CSK",12.4102,-16.746125
"Kaolack","KLC",14.146881,-16.051297
"Dakar","DKR",14.739708,-17.490225
"St. Louis","XLS",16.050761,-16.463172
"Bakel","BXE",14.847256,-12.468264
"Kedougou","KGG",12.572292,-12.220333
"Tambacounda","TUD",13.736817,-13.653122
"Aioun El Atrouss","IEO",16.711294,-9.637883
"Tidjikja","TIY",18.570103,-11.423547
"Kiffa","KFA",16.589983,-11.406208
"Nema","EMN",16.622,-7.316567
"Kaedi","KED",16.159547,-13.507617
"Nouakschott","NKC",18.097856,-15.947956
"Selibabi","SEY",15.179692,-12.207272
"Atar","ATR",20.506828,-13.043194
"Nouadhibou","NDB",20.933067,-17.029956
"Bir Moghrein","",25.236697,-11.588697
"Fira","FIG",10.350556,-13.569167
"Faranah","FAA",10.035467,-10.769825
"Labe","LEK",11.326058,-12.28685
"Amilcar Cabral","SID",16.741389,-22.949444
"Boa Vista","BVC",16.136531,-22.888897
"Maio","MMO",15.155928,-23.213703
"Sao Nocolau Island","SNE",16.588356,-24.284656
"Sao Vicente Island","VXE",16.833689,-25.054661
"Addis Ababa","ADD",8.977889,38.799319
"Addis Ababa","",9.003681,38.726019
"Arba Minch","AMH",6.039389,37.590453
"Axum","AXU",14.14675,38.772833
"Bahar Dar","BJR",11.608075,37.321644
"Dire Dawa","DIR",9.6247,41.854203
"Gambella","GMB",8.128764,34.563131
"Gondar","GDQ",12.5199,37.434047
"Paradies Island","",3.4833,72.8369
"Jimma","JIM",7.666094,36.816639
"Lalibella","LLI",11.975014,38.979969
"Makale","MQX",13.467367,39.533464
"Asosa","ASO",10.01855,34.586253
"Bujumbura","BJM",-3.324019,29.318519
"Hargeisa","HGA",9.518167,44.088758
"Berbera","BBO",10.389167,44.941106
"Kismayu","KMU",-0.377353,42.459233
"Dowagiac","C91",41.9929342,-86.1280125
"Alexandria","ALY",31.183903,29.948889
"Abu Simbel","ABS",22.375953,31.611722
"Cairo","CAI",30.121944,31.405556
"Cairo","",30.116362,30.915445
"Hurghada","HRG",27.178317,33.799436
"El Gorah","EGR",31.068975,34.129194
"Luxor","LXR",25.671028,32.706583
"Mersa-matruh","MUH",31.325356,27.221689
"Port Said","PSD",31.279444,32.24
"St. Catherine","SKV",28.685278,34.0625
"Aswan","ASW",23.964356,32.819975
"El-tor","ELT",28.209028,33.645517
"Eldoret","EDL",0.404458,35.238928
"Kakamega","",0.271342,34.787297
"Kisumu","KIS",-0.086139,34.728892
"Kitale","KTL",0.971989,34.958556
"Cambridge","CDI",39.9750278,-81.5775833
"Lodwar","LOK",3.121967,35.608692
"Lamu","LAU",-2.252417,40.913097
"Mombasa","MBA",-4.034833,39.59425
"Naivasha","",-0.787953,36.433528
"Nairobi","WIL",-1.321719,36.814833
"Nairobi","",-1.277267,36.862339
"Wajir","WJR",1.733239,40.091606
"Buattifel","",28.795372,22.080939
"Giallo","",28.638458,21.438042
"Ghat","GHT",25.145564,10.142647
"Kufra","AKF",24.178728,23.313958
"Benghazi","BEN",32.096786,20.269472
"Sebha","SEB",26.986964,14.472525
"Tripoli","TIP",32.663544,13.159011
"Marsa Brega","",30.378139,19.576444
"Ras Lanouf V 40","",30.500013,18.527161
"Hon","",29.110106,15.965567
"Dahra","",29.472567,17.934936
"Ghadames","LTD",30.151695,9.715305
"Zella 74","",28.589878,17.293858
"Gisenyi","GYI",-1.677203,29.258875
"Kigali","KGL",-1.968628,30.13945
"Kamembe","KME",-2.462242,28.90795
"Dongola","DOG",19.153867,30.430094
"Damazin","",11.785889,34.336656
"El Fasher","ELF",13.614892,25.32465
"Kassala","KSL",15.387494,36.328842
"Kadugli","",11.138028,29.701122
"El Obeid","EBD",13.153219,30.232675
"Juba","JUB",4.872006,31.601117
"Malakal","MAK",9.558969,31.652242
"Khartoum","KRT",15.589497,32.553161
"Arusha","ARK",-3.367794,36.633333
"Dar Es Salaam","DAR",-6.878111,39.202625
"Dodoma","DOD",-6.170436,35.752578
"Iringa","IRI",-7.668633,35.752114
"Kilimanjaro","JRO",-3.429406,37.074461
"Lake Manyara","LKY",-3.376306,35.818278
"Mtwara","MYW",-10.339058,40.181781
"Mwanza","MWZ",-2.444486,32.932667
"Pemba","PMA",-5.257264,39.811417
"Tanga","TGT",-5.092358,39.071158
"Zanzibar","ZNZ",-6.222025,39.224886
"Entebbe","EBB",0.042386,32.443503
"Dusseldorf","QDU",51.220278,6.792778
"Soroti","SRT",1.727578,33.622861
"Tirana","TIA",41.414742,19.720561
"Bourgas","BOJ",42.569583,27.515236
"Gorna Orechovica","GOZ",43.151444,25.712889
"Plovdiv","PDV",42.067806,24.850833
"Sofia","SOF",42.695194,23.406167
"Stara Zagora","",42.376667,25.655195
"Varna","VAR",43.232072,27.825106
"Larnaca","LCA",34.875117,33.62485
"Paphos","PFO",34.718039,32.485731
"Akrotiri","AKT",34.590416,32.987861
"Dubrovnik","DBV",42.561353,18.268244
"Cepin","",45.542169,18.636233
"Osijek","OSI",45.462667,18.810156
"Pula","PUY",44.893533,13.922192
"Grobnik","",45.379483,14.503756
"Rijeka","RJK",45.216889,14.570267
"Split","SPU",43.538944,16.297964
"Varazdin","",46.294724,16.38125
"Zagreb","ZAG",45.742931,16.068778
"Zadar","ZAD",44.108269,15.346697
"Udbina","",44.55761,15.774361
"Albacete","",38.948528,-1.863517
"Alicante","ALC",38.282169,-0.558156
"Almeria","LEI",36.843936,-2.370097
"Aviles","OVD",43.563567,-6.034622
"Cordoba","ODB",37.842006,-4.848878
"Bilbao","BIO",43.301097,-2.910608
"Barcelona","BCN",41.297078,2.078464
"Badajoz","BJZ",38.89125,-6.821333
"La Coruna","LCG",43.302061,-8.377256
"Granada","",37.133222,-3.635694
"Gerona","GRO",41.900969,2.760547
"Granada","GRX",37.188731,-3.777356
"Madrid","",40.294139,-3.723833
"Ibiza","IBZ",38.872858,1.373117
"Jerez","XRY",36.744622,-6.060111
"Murcia","MJV",37.774972,-0.812389
"Porto Heli","PKH",37.298792,23.148986
"Madrid","MAD",40.493556,-3.566764
"Malaga","AGP",36.6749,-4.499106
"Menorca","MAH",39.862597,4.218647
"Sevilla","OZP",37.174917,-5.615944
"Ocana","",39.9375,-3.503333
"Pamplona","PNA",42.770039,-1.646331
"Murcia","",37.951111,-1.230319
"Reus","REU",41.147392,1.167172
"Rota","",36.645211,-6.349458
"Salamanca","SLM",40.952117,-5.501986
"Son Bonet","",39.598889,2.702778
"Palma De Mallorca","",39.551675,2.738808
"San Luis","",39.862222,4.258333
"San Sebastian","EAS",43.356519,-1.790611
"Santiago","SCQ",42.896333,-8.415144
"Seo De Urgel","LEU",42.338611,1.409167
"Madrid","TOJ",40.496747,-3.445872
"Valencia","VLC",39.489314,-0.481625
"Valladolid","VLL",41.706111,-4.851944
"Madrid","",40.370678,-3.785144
"Vitoria","VIT",42.882836,-2.724469
"Vigo","VGO",42.2318,-8.626775
"Santander","SDR",43.427064,-3.820006
"Zaragoza","ZAZ",41.666242,-1.041553
"Sevilla","SVQ",37.418,-5.893106
"Calais","CQF",50.962097,1.954764
"Peronne","",49.868547,3.029578
"Nangis","",48.596219,3.006786
"Bagnole-de-l'orne","",48.545836,-0.387444
"Albert","",49.971531,2.697661
"Le Tourquet","LTQ",50.517385,1.620587
"Valenciennes","",50.325808,3.461264
